Vin,Iout,V_diode
0.83417085427135684,3.27e-06,0.504
0.84422110552763818,3.36e-06,0.506
0.85427135678391963,3.46e-06,0.506
0.86432160804020097,3.55e-06,0.507
0.87437185929648242,3.64e-06,0.508
0.88442211055276387,3.7300000000000003e-06,0.509
0.89447236180904521,3.82e-06,0.51
0.90452261306532666,3.92e-06,0.511
0.914572864321608,4.01e-06,0.511
0.92462311557788945,4.1e-06,0.512
0.9346733668341709,4.19e-06,0.513
0.94472361809045224,4.28e-06,0.513
0.95477386934673369,4.38e-06,0.514
0.96482412060301503,4.47e-06,0.515
0.97487437185929648,4.57e-06,0.515
0.98492462311557794,4.66e-06,0.516
0.99497487437185927,4.76e-06,0.517
1.0050251256281406,4.85e-06,0.517
1.0150753768844221,4.95e-06,0.518
1.0251256281407035,5.05e-06,0.518
1.035175879396985,5.14e-06,0.519
1.0452261306532664,5.23e-06,0.52
1.0552763819095476,5.33e-06,0.52
1.0653266331658291,5.42e-06,0.521
1.0753768844221105,5.51e-06,0.521
1.085427135678392,5.6e-06,0.522
1.0954773869346734,5.7000000000000005e-06,0.522
1.1055276381909549,5.8e-06,0.523
1.1155778894472361,5.89e-06,0.523
1.1256281407035176,5.99e-06,0.524
1.135678391959799,6.09e-06,0.524
1.1457286432160805,6.18e-06,0.525
1.1557788944723619,6.29e-06,0.525
1.1658291457286432,6.38e-06,0.526
1.1758793969849246,6.47e-06,0.526
1.1859296482412061,6.57e-06,0.526
1.1959798994974875,6.66e-06,0.527
1.206030150753769,6.75e-06,0.527
1.2160804020100502,6.8500000000000005e-06,0.528
1.2261306532663316,6.9400000000000005e-06,0.528
1.2361809045226131,7.04e-06,0.529
1.2462311557788945,7.14e-06,0.529
1.256281407035176,7.24e-06,0.529
1.2663316582914572,7.34e-06,0.53
1.2763819095477387,7.44e-06,0.53
1.2864321608040201,7.53e-06,0.531
1.2964824120603016,7.63e-06,0.531
1.306532663316583,7.72e-06,0.531
1.3165829145728642,7.81e-06,0.532
1.3266331658291457,7.9e-06,0.532
1.3366834170854272,8e-06,0.532
1.3467336683417086,8.1e-06,0.533
1.3567839195979901,8.2e-06,0.533
1.3668341708542713,8.29e-06,0.534
1.3768844221105527,8.390000000000001e-06,0.534
1.3869346733668342,8.49e-06,0.534
1.3969849246231156,8.59e-06,0.535
1.4070351758793971,8.69e-06,0.535
1.4170854271356783,8.78e-06,0.535
1.4271356783919598,8.87e-06,0.535
1.4371859296482412,8.97e-06,0.536
1.4472361809045227,9.07e-06,0.536
1.4572864321608041,9.17e-06,0.536
1.4673366834170853,9.26e-06,0.537
1.4773869346733668,9.36e-06,0.537
1.4874371859296482,9.460000000000001e-06,0.537
1.4974874371859297,9.56e-06,0.538
1.5075376884422111,9.66e-06,0.538
1.5175879396984926,9.76e-06,0.538
1.5276381909547738,9.86e-06,0.539
1.5376884422110553,9.96e-06,0.539
1.5477386934673367,1.005e-05,0.539
1.5577889447236182,1.015e-05,0.539
1.5678391959798996,1.025e-05,0.54
1.5778894472361809,1.0350000000000001e-05,0.54
1.5879396984924623,1.044e-05,0.54
1.5979899497487438,1.054e-05,0.541
1.6080402010050252,1.064e-05,0.541
1.6180904522613067,1.074e-05,0.541
1.6281407035175879,1.083e-05,0.541
1.6381909547738693,1.093e-05,0.542
1.6482412060301508,1.103e-05,0.542
1.6582914572864322,1.113e-05,0.542
1.6683417085427137,1.1230000000000001e-05,0.542
1.6783919597989949,1.133e-05,0.543
1.6884422110552764,1.142e-05,0.543
1.6984924623115578,1.152e-05,0.543
1.7085427135678393,1.162e-05,0.543
1.7185929648241207,1.171e-05,0.544
1.7286432160804019,1.181e-05,0.544
1.7386934673366834,1.191e-05,0.544
1.7487437185929648,1.201e-05,0.544
1.7587939698492463,1.2110000000000001e-05,0.545
1.7688442211055277,1.221e-05,0.545
1.778894472361809,1.231e-05,0.545
1.7889447236180904,1.241e-05,0.545
1.7989949748743719,1.251e-05,0.546
1.8090452261306533,1.26e-05,0.546
1.8190954773869348,1.269e-05,0.546
1.829145728643216,1.279e-05,0.546
1.8391959798994975,1.288e-05,0.546
1.8492462311557789,1.2980000000000001e-05,0.547
1.8592964824120604,1.308e-05,0.547
1.8693467336683418,1.3180000000000001e-05,0.547
1.879396984924623,1.328e-05,0.547
1.8894472361809045,1.337e-05,0.547
1.8994974874371859,1.347e-05,0.548
1.9095477386934674,1.357e-05,0.548
1.9195979899497488,1.367e-05,0.548
1.9296482412060301,1.377e-05,0.548
1.9396984924623115,1.3860000000000001e-05,0.549
1.949748743718593,1.396e-05,0.549
1.9597989949748744,1.4060000000000001e-05,0.549
1.9698492462311559,1.415e-05,0.549
1.9798994974874373,1.425e-05,0.549
1.9899497487437185,1.435e-05,0.549
2.0,1.445e-05,0.55
